id,is_leaf,local_display_name,parent_id
819464,True,Carriers & Travel Supplies,818696
819472,True,Height & Circumference Measuring Devices,879112
819592,True,Memorials,818696
819720,True,Cameras & Monitors,818696
819728,True,Baby Bottle Cleaners,877832
819856,True,Toy Figures & Models,878984
819976,True,Decorations,819848
820104,True,Lighting,819848
820232,True,Aquariums & Tanks,819848
820360,True,Temperature Control,819848
820488,True,Water Treatment,819848
820616,True,Pumps & Filters,819848
820744,True,Cleaning Tools,819848
820872,True,Feeding Tools,819848
820880,True,Floor Games,860168
821128,True,Decorations,821000
821136,True,Stacking Games,860168
821256,True,Terrariums & Shipping Supplies,821000
821264,True,Dance Mats,860040
821384,True,Cleaning Tools,821000
821392,True,Karaoke Machines,860040
821512,True,Temperature Products,821000
821520,True,Walkie Talkies,860040
821640,True,Lighting,821000
821648,True,Electronic Pets,860040
821768,True,Feeding Tools,821000
821776,True,Detective & Spy,859784
821904,True,Flash Cards,859784
822024,True,Cages & Accessories,821896
822032,True,Puppets & Puppet Theaters,860296
822152,True,Grooming Supplies,821896
822160,True,Nature Exploration Toys,859912
822280,True,Toys,821896
822288,True,Marble Games,859912
822408,True,Swings & Perches,821896
822416,True,Bubbles,859912
822536,True,Training Aids,821896
822664,True,Feeding Tools,821896
822672,True,Fidget & Finger Toys,860296
